material_name,Frequency
"DM3 (N,N-diphenylamine end-capped donor)",1
DM4 (indoline end-capped donor),1
Tin (Sn) Metal Layer,1
Sulfur (S) Source,1
Sulfurized SnS Film,1
SnS Absorber Layer (from Sn-500),1
Al:ZnO Window Layer,1
Ni Top Contact,1
Ag Top Contact,1
CFPS (Catechol-functionalized Polysiloxane),1
ZnO NPs (Zinc Oxide Nanoparticles),1
InGaN quantum-disks-in-nanowires (NWs) embedded in GaN matrix on Si substrate,1
Al0.3Ga0.7As Layer 1,1
GaAs Layer 1,1
GaAs Layer 2 (Charge Sheet Layer),1
Al0.3Ga0.7As Layer 2,1
Tungsten (W) Emitter,1
Beryllium (Be) Implant,1
Au7Ga2,1
Metal-insulator-metal (MIM) capacitors,1
Wet-etched vias,1
Ge₁₋ₓSnₓ (x = 0.027),1
InGaAs Strained QW,1
Teﬂon AF (substrate),1
Benzocyclobutene (BCB) (waveguide core),1
Air holes (lattice),1
MAPb0.95Sn0.05I3,1
MAPb0.9Sn0.1I3,1
Top DBR (ZrO2/SiO2),1
PF2/6 (Poly[9.9-bis(2-ethylhexyl)fluorene-2.7-diyl]),1
PF2/6,1
GaAlAs / GaAs Double Heterostructure Wafer Material,1
Laser Diode Device,1
"II-VI Buffer Layer (e.g., CdTe/ZnTe)",1
"Mercury Cadmium Telluride (MCT), Hg1-xCdxTe",1
Rhodamine 6G (R6G),1
W1837R Peptide (Wild Type),1
W1837R Peptide (Mutated),1
SiO2 sol,1
CaF2:Ce3+–Yb3+ phosphors,1
"c-Si (p-type substrate, n-type diffusion)",1
CIGS Absorption Layer,1
AlGaN/GaN multilayer,1
AlGaN:Mg (blocking layer),1
GaInP Etch-stop Layer,1
GaAs Nanowire (n-type region),1
GaAs Nanowire (i-type region),1
GaAs Nanowire (p-type region),1
Si-PIN Photodiode (Hamamatsu Photonics S5821),1
Si-PN Photodiode (not specified),1
Si-PIN Photodiode (Hamamatsu Photonics S5821) as PD,1
InGaAs Photodiode (Hamamatsu Photonics G8370-02) as PD,1
NP-PDMS film,1
m-WO3/Fe2O3/TiO2/CoPi,1
m-WO3/Fe2O3,1
m-WO3/Fe2O3/TiO3/TiO2/CoPi,1
0.7-mm-thick AlN epitaxial layer,1
1-mm-thick Al0.5Ga0.5N epitaxial layer,1
GaSb-based heterostructure,1
Facet Coating (one facet),1
Facet Coating (other facet),1
CzC6C8,1
CzC8,1
"PTB7-Th (Donor), CzC8 (Acceptor)",1
"PTFBDT (Donor), CzC8 (Acceptor)",1
Submount Substrate,1
InN0.010As0.990,1
InN0.022As0.978,1
InN0.028As0.972,1
SnSxOy,1
MnO2-V2CTx,1
Al0.15Ga0.85N (P-type),1
Thermally Grown SiO2,1
N-doped SnO2/TiO2 Nanofibers,1
"Solid-state switching components (e.g., MOSFETs)",1
Primary coil,1
Secondary coil,1
In atoms on InP substrate surface,1
"Ga, As",1
Benzoselenadiazole (BSe)-bi(thiophene derivative)-carbazole,1
Benzoselenadiazole (BSe)-bi(thiophene derivative)-fluorene,1
CuI–PVA,1
Al/Mn,1
InAs/InAsSb Multiple Quantum Well (MQW),1
Electron-Blocking Layers,1
Top Surface Mirror,1
4.26 µm RCLED,1
Infrared Filters (Custom Designed),1
Patented Waveguide,1
Diffusion Membranes,1
Dual Beam Micro-Machined Thermopile Detector,1
Fast Pyroelectric Detector,1
Microprocessor,1
Preamplifier Electronics,1
CdTe Quantum Dots (3.8 nm),1
Microfluidic Channel,1
EL2 center (defect complex),1
[2(C4H9NH3+)(PbI4^2-)],1
Si3N4 (Core),1
Si3N4 Nanoring,1
CuIn(S1KxSex)2,1
LED Structure (Deep-UV),1
r-BN layer,1
In0.30Ga0.70N quantum-well and surrounding GaN layers,1
GexSi1-x alloy,1
p-type GaSb buffer,1
p-doped T2SL active region,1
M-structure T2SL barrier,1
p-doped T2SL contact,1
p-doped GaSb capping layer,1
MWIR T2SL active region,1
MWIR T2SL superlattice,1
Not intentionally doped (NID) region,1
InAs n+ cap layer,1
LWIR T2SL active region,1
M-structure T2SL,1
p-π-M-n design,1
Red QDs (EML),1
Green QDs (EML),1
Blue QDs (EML),1
Bose–Einstein Photonic Structure,1
Extreme Relativistic Thermal Condition,1
ZnS (n-type),1
GaP (n-type),1
p-doped GaN Shell Layer,1
Dedicated GaAs/AlGaAs photovoltaic microdevice,1
Stimulator ASIC,1
Si-doped Al0.1Ga0.9N ETB,1
"P1 (S→N, S→N in TT and BDT units)",1
"P6 (S→N in BDT, S→Si in TT)",1
"P13 (S→O in BDT, S→Si in TT)",1
PBT (dithienothiophene-alt-benzothiadiazole),1
"PFBT (5-fluoro-4,7-di(4-octyldodecylthiophen-2-yl)-2,1,3-benzothiadiazole-alt-dithienothiophene)",1
"PDFBT (5,6-difluoro-4,7-di(4-octyldodecylthiophen-2-yl)-2,1,3-benzothiadiazole-alt-dithienothiophene)",1
Ni/AuGe/Au Contacts,1
Boron Nitride Nanoplates (BNNPs),1
Ag Nanorod (AgNR),1
Ag Plate,1
Point Dipole Emitter,1
WO3 and TiO2,1
AlGaInP top subcell,1
AlGaAs middle subcell,1
1.16 eV InGaAs middle subcell,1
0.83 eV InGaAs bottom subcell,1
LJ101 dye,1
LJ102 dye,1
LJ103 dye,1
TH305 dye,1
Asymmetric-lobed Dimer,1
Spherocylinder,1
Pit GaN layer,1
Mirror GaN layer,1
Ga-face mirror GaN layer,1
C8-AVPV polymer,1
TaCl5,1
TaNx film,1
MoCl5,1
MoNx film,1
"ZnO, i-ZnO",1
PDPPSe–TVT Polymer,1
CZTSSe (Copper Zinc Tin Sulfur Selenide) - Graded Bandgap,1
CdS (Copper Zinc Tin Sulfur Selenide),1
DNA tetrahedron (TSP) with three amine groups and an extended probe DNA,1
Single-stranded probe (SSP) with spacers (controls),1
DNA tetrahedron (TSP) with an extended thrombin aptamer,1
DNA tetrahedron (TSP) with an extended ATP aptamer,1
(GaAs)1–x–y(Ge2)x(ZnSe)y (Epitaxial Film),1
Ge2,1
UV-curable polymer (NORLAND; NOA 65),1
a-plane GaN underlayer,1
a-plane InN film,1
"Si (substrate, below defects)",1
PTB7-Th (BDT-TT copolymer),1
PBDTTT-EFF (BDT-TT copolymer),1
PBDTT-S-TT-CF (BDT-TT copolymer),1
PBDTS1 (BDT-TT copolymer),1
Copper (Cu) thin film,1
Hexafluoroacetylacetonatecopper (Cu(hfac)2) precursor,1
Hydrogen (H2) reducing agent,1
scCO2 fluid,1
Gold (Au) nanoelectrodes,1
Polysilsesquioxane (PSQ) polymer gasket,1
"DNA-protein complexes (T4 DNA, k-phage DNA with RNAP)",1
GaSb\u2329Te\u232a,1
Copolymer (PVK + PANI),1
InAs quantum dashes,1
"Cr2+ ion (S = 2, L = 2)",1
Cr2+ ion (S = 2),1
Buried heterostructure GaInAsP/InP LD with first-order grating,1
Front region,1
Center region,1
Rear region,1
Optical pulse generated by the LD,1
Wavelength conversion device,1
n-Ga0.9Al0.1As/AlAs multilayer,1
n-Ga0.65Al0.35As cladding layer,1
p-Ga0.65Al0.35As cladding layer,1
Au/SiO2 semitransparent mirror,1
Ring electrode structure,1
Impurity-Induced Disordering (IID),1
I2-II-IV-VI4 compound (generic),1
n-GaSb (Semiconductor Substrate),1
Ni (Contact Layer),1
Ge (Contact Layer),1
Pt (Contact Layer),1
"Au-Ge (Interface Layer, As-Deposited)",1
"Ga-Sb-Ni (Interface Layer, As-Deposited)",1
n-type cubic (3C) SiC layer,1
Polycrystalline cubic (3C) SiC layer,1
ZnO (Zinc Oxide) - Buffer Layer,1
ITO (Indium Tin Oxide) - Top Layer,1
Li-hydrate,1
PIN Diode,1
Spiral Peaking Inductor,1
Interconnection Metalization,1
Au Air-Bridge,1
SiO Layer,1
Thin-film Resistor,1
Inherited from System 1 and System 2,1
Radiation Metal Shield,1
General properties affecting crosstalk,1
Al0.2Ga0.8N/AlN,1
PbTe:Mn (Films),1
Ni-Al Metal Stack (20 nm Ni / 100 nm Al),1
Ti Electrode,1
Right Lead (Normal Metal),1
ED CdS (Size-quantized),1
CD CdS (Conventional),1
BGaN layer within multilayer,1
GaN layer within multilayer,1
1 nm TiO2,1
3 nm TiO2,1
5 nm TiO2,1
CH-ZnO-NPs,1
T. gondii Antigens,1
Anti-IgG antibodies labeled with Alkaline Phosphatase (ALP),1
4-Methylumbelliferone (MUF),1
EuTe/Pb1-xSrxTe,1
Gold coated MEMS micromirror,1
Pb0.93Eu0.07Te/BaF2,1
Pb0.98Sr0.02Te/EuTe,1
Laser-Modified Region,1
Nd3+ ions at Site 1,1
Nd3+ ions at Site 2,1
Nd3+ ions at Site 3,1
Nd3+ ions at Site 4,1
Nd3+ ions at Site 5,1
Damage-induced defects/impurities,1
In0.2Cd0.8S,1
In0.4Cd0.6S,1
In0.6Cd0.4S,1
In0.8Cd0.2S,1
GaP1-xNx (x = 0.105%),1
InN-NCs,1
InN Thin Film (Target),1
CdTe absorber layer (doped with As),1
CdTe absorber layer (undoped),1
LWIR Absorber,1
MWIR Absorber,1
ZnSe (Island),1
Organic Lamellae,1
Organic Main Ribs (on Lamellae),1
Organic Sub-Ribs (on Lamellae),1
Organic Lamella Unit Cell,1
Organic Cross Ribs,1
Polycrystalline Al2O3 Shell,1
Hollow Ribs (Main and Sub-ribs),1
Big Open Channel,1
Si-Ge-Sn Alloy,1
Si-Ge-Sn Alloy (Back Surface Field Layer),1
InGaAs (Emitter Layer),1
Total III-V Material,1
HgS (beta-HgS phase),1
HgS (Mixture of alpha and beta-HgS phases),1
HDT (Hexadecanethiol),1
"HgS (beta-HgS phase, from NS2)",1
"HgS (Mixture of alpha and beta-HgS phases, from NS5)",1
In0.06Ga0.94As Layer (Simulated Average Composition),1
GaAs (Substrate/Cladding Material),1
SiO2 Anti-Reflection Coating (ARC),1
Pd (Back Contact/Grating Metal),1
"Substrates (Cd(Zn)Te, Sapphire, GaAs, Silicon)",1
HgCdTe LPE layer,1
Boron ion implantation,1
ZnS overcoat,1
As-doped layer,1
Indium-doped layer,1
Wide band gap cap layer,1
Indium-doped n-active layer,1
Arsenic-implanted p-junction,1
Wide-band-gap cap layer,1
Active Layer 1,1
Active Layer 2,1
CdTe passivation,1
Zn₀.₉₉Ba₀.₀₁Fe₂O₄,1
Zn₀.₉₅Ba₀.₀₅Fe₂O₄,1
Zn₀.₉₀Ba₀.₁₀Fe₂O₄,1
Zn₀.₈₅Ba₀.₁₅Fe₂O₄,1
BODIPY-alt-FL,1
BODIPY-alt-CBz,1
BODIPY-alt-BT,1
BODIPY-alt-CPDT,1
BODIPY-alt-DTP,1
NaDEDTC,1
Pb(DEDTC)2,1
Undoped GaN NWs,1
GaN NWs with Mg doping,1
GaN NWs with high Mg doping,1
Eu2SiO4 (Potential contaminant),1
a-SiO:H (p-type window layer),1
a-SiO:H (i-type buffer layer),1
PVA/SiO2 precursor nanofibers,1
"Porous Silicon (p++ type, B-doped, (100)-oriented silicon base)",1
Methyl methaculin (MMA),1
N-vinylpyrrolidone (NVP),1
Styrene (Sty),1
AIBN,1
DMSn,1
Anisole,1
Black phosphorus (bP),1
GaN/Al0.18Ga0.82N Heterojunction,1
Silicon (Si) Cantilever,1
Polycrystalline Silicon-Carbide (SiC) Film,1
Phenyldithiocarbamate (PTC) ligand,1
Cadmium Chalcogenide (CdSe) Quantum Dot Core,1
"Thiol ligand (e.g., 4-methylthiophenol)",1
Cyanide (CN-) ligand,1
"Surfactants with permanent dipole moments (e.g., 4-methylthiophenol)",1
"QDs (e.g., PbSe)",1
Solvent molecules.,1
"Future electron-delocalizing ligands (not yet identified, but discussed).",1
Lead Chalcogenide (PbS) Quantum Dot Core,1
FexSey platelets,1
Gallium Ingot Surface (Brown Patches - Contaminated),1
Gallium Ingot Surface (Cleaned),1
BaLiP,1
Copper Oxide (Cu₂O),1
Copper(I) Oxide (Cu₂O),1
CMOS chip (Hewlett-Packard CMOS-26G 0.8 µm technology),1
Laser Diode/Photodiode (LD/PD) pair,1
LD/PD layer structure,1
LD/PD electrical properties,1
"Various elemental combinations ABX3 (A = Am, Au, Ba, Cs, K, Pd; B = Ba, Mn, Fe, Cu, V, Sn, Cr, Se; X = Cl, F, O)",1
"Various elemental combinations ABX3 (A = Cs, K, Ba; B = Cu, Fe, V, Sn, Zn, Ni, Co, Cr, Se, Pb, Pd; X = Cl, F, O, Br, I) forming RP phases",1
Si MUX Chip,1
Opaque Gold Layer,1
"Four Different Diode Types (S, M, G, F - see Figure 1)",1
InSb FPA Chip,1
CMOS Signal Processor,1
Built-In-Test (BIT) Circuits,1
BIT Subarray Area,1
Te1 (Starting Tellurium),1
CdTe (AB1),1
Te2 (Starting Tellurium),1
CdTe (AB2),1
Te3 (Starting Tellurium),1
CdTe (AB3),1
Ga0.43In0.57P QWs,1
(Al0.50Ga0.50)0.52In0.48P internal barriers,1
(Al0.67Ga0.33)0.52In0.48P spacers,1
Al0.5Ga0.5As / Al0.95Ga0.05As p-side DBR,1
Al0.5Ga0.5As / AlAs n-side DBR,1
Al0.98Ga0.02As layer (in p-DBR),1
AlxOy oxide aperture,1
Ga0.52In0.48P protective layer,1
InGaAs/AlGaAs GRIN-SCH-SQW structure,1
Laser Array,1
Cooling Module,1
Quantized States within the wells,1
ZnO/MPC,1
Ionic Liquid (IL),1
Tetramethylammonium Tin Tri-iodide (TMASnI3),1
LT-Al0.1Ga0.9N,1
LT-Al0.1Ga0.9N Interlayer,1
Electron Trap (Trap E4/Q/A),1
Hole Trap 1,1
Hole Trap 2,1
InP:Cr,1
Hole Trap (Cr Level),1
Undoped Epitaxial GaAs Substrate,1
"Resistances (R1, R2, R3)",1
Capacitance (C),1
Al+Ga Nano-crystallites (Seed layer),1
Au Colloidal Nanoparticles (CNPs),1
Zn0.96Fe0.04S,1
n+-GaAs (1 0 0),1
CZTS (Absorber Film),1
MgxZn1-xO (x=0.18),1
MgxZn1-xO (x=0.39),1
Amorphous Silicon (a-Si) Host Matrix,1
Small Crystalline Silicon (Si) Inclusions / Microcrystallites,1
Defect States at Crystalline-Amorphous Boundary,1
Level D (Defect Level),1
Level X (Gap State),1
Electrons in Conduction Band,1
Holes in Valence Band,1
RGO1100 °C,1
RGOHI+1100 °C,1
RGOHI+400 °C,1
RGOHI+700 °C,1
C-H diamond surface,1
Source and drain metals (Au/Ti),1
Gate metal (Al),1
"Diamond Monocrystal (Ib type, synthetic)",1
Polycrystalline Chemical Vapor Deposited (CVD) Diamond,1
7-AGNR (Armchair Graphene Nanoribbon with N=7),1
14-AGNR (Armchair Graphene Nanoribbon with N=14),1
In0.95Ga0.05N,1
Al0.89Ga0.11N,1
InGaAlAs MQW,1
[MA2GeSnI4Br2],1
"[Ge, Sn]",1
[MA2InBiI2Br4],1
"[In, Bi]",1
[FA2InSbBr2Cl4],1
[FA+],1
"[In, Sb]",1
"[Br, Cl]",1
Zn1-xMgxO layer,1
In0.1Ga0.9N back-barrier layer,1
GaN:Si doping layer,1
H2O2-treated ZnO (H-ZnO),1
Untreated ZnO,1
Surrounding medium (nonpolar),1
Ti-Au metal conductors,1
MIMIC Amplifier Circuit,1
GaAs substrate (part of the MIMIC),1
Cs2AgBiBr6 (PEA-doped),1
Lithium (Li) donor,1
Zn(BDC)(dpNDI)(DMF):x% Eu3+,1
"Resistor (Rf, Rg, etc.)",1
"Resistor (Rf, Rg, Rgc, etc.)",1
Modulator Periods (50 pairs),1
Modulator Narrow Well (Ground State),1
Modulator Wide Well (Reservoir Well),1
QWIP Section,1
"Excitons (1SHH, 1SLH, 2PHH, 2PLH)",1
A-TiO2,1
HeTiO2,1
InGaN (various compositions like In0.2Ga0.8N) for the QD and wetting layer; GaN for the surrounding matrix.,1
"InGaN (e.g., In0.2Ga0.8N) for the QW; GaN for the surrounding matrix.",1
GSH-CdS QDs,1
Si-doped Cladding Layer (Layer 1),1
Superlattice (Layer 2),1
Superlattice (Layer 3),1
Si-doped Cladding Layer (Layer 4),1
Si-doped Ohmic Contact (Layer 5),1
Quantum Ring,1
P1 Peptide,1
"Carbon (C), Oxygen (O)",1
Ag nanorod (core),1
ZnO core (Lower Section),1
ZnO core (Upper Section),1
"Tetrafluorosilane (TFS, SiF4)",1
"Dichlorosilane (DCS, SiH2Cl2)",1
Cd0.2Hg0.8Te,1
Cdo.96Zno.04Te,1
Interdiffused CdHgTe Layer,1
AlAs0.08Sb0.92/GaSb DBR,1
GaxIn1-xAsySb1-y QWs,1
Two GaSb VECSEL Chips,1
SiC Heat Spreaders,1
DBR (Two-band),1
Ga0.67In0.33As0.11Sb0.89 QWs,1
Al0.30Ga0.70As0.02Sb0.98 Barrier/Absorbing Layers,1
Mg-doped GaN Top Layer,1
InGaN Pre-layer (for strain relaxation),1
InGaN/GaN MQW Layers,1
ITO Spreading Layer,1
N-type Contact (Ti/Al/Ti/Au),1
Bond-pads (Ti/Au),1
Nanohole Array,1
Phenyl group,1
Nitrophenyl group,1
"2D-BA2MX4 (M=Ge, Sn, Pb; X=I, Br)",1
"2D-BA2MX2Ps2 (M=Ge, Sn, Pb; X=I, Br; Ps=NCO, NCS, OCN, SCN, SeCN)",1
DBR Emission Filter,1
"GaAs (LT-GaAs, annealed at 400°C)",1
"GaAs (LT-GaAs, annealed at 500°C)",1
"GaAs (LT-GaAs, annealed at 550°C)",1
"GaAs (LT-GaAs, annealed at 600°C)",1
"GaAs (HT-GaAs, grown at 600°C)",1
ZnSe nanowire,1
Fe nanoparticle (catalyst),1
MoO3 Nanoparticles (synthesized via CoSP),1
MoO3 Thin Film (from CoSP nanoparticles),1
MoO3 (CoSP),1
MoO3 (eMoO3),1
HPHT diamond,1
np-NiO,1
ZnO (doped with Cu+),1
ZnO (doped with Cu2+),1
Cu C-mount,1
Number of Emitters,1
Individual Emitter Ridge Width,1
CdS core-Au plasmonic satellites nanostructure,1
ITCC-M,1
PBDB-T:ITCC-M Blend,1
PCP-Na,1
Front Cell Active Layer,1
Rear Cell Active Layer,1
Interconnection Layer,1
n-type 6H-SiC Wafer,1
Stacked Ge islands,1
Si spacer layer,1
n-GaN Nanocolumns (Lower Cladding),1
InGaN SQD (Active Region),1
GaN (Upper Cladding),1
Discrete GaAs semiconductor devices,1
"Primarily GaAs, potentially InP and Silicon for specific applications (Text description, Figure 4)",1
"MIMIC components (Text description, Figure 9)",1
"MIMIC candidates identified for various receiver circuits and selected transmitter circuits (Text description, Figure 10)",1
Scintillating plastic fibers,1
Tape covering,1
pib(a-Si:H),1
Au Semi-Transparent Electrodes,1
Au Opaque Electrodes,1
Aqueous Alkaline Polysulfide Solution,1
Aqueous Alkaline Ferro/Ferricyanide Solution,1
Nonaqueous TBAI/LiClO4 Acetonitrile Solution,1
Aqueous KI/I2 Solution,1
sb-Cu2ZnSnS4-60 min (Cu2ZnSnS4 nanocrystals),1
sb-Cu2ZnSnS4-30 min (Cu2ZnSnS4 nanocrystals),1
sb-Cu2ZnSnS4-90 min (Cu2ZnSnS4 nanocrystals),1
Perylene monoanhydride H,1
Perylene monoanhydride t-Bu,1
Perylene monoanhydride OMe,1
"(100) oriented, Si-doped Bridgman-grown GaAs single crystal",1
In-doped Semi-insulating GaAs Substrate,1
"n+-GaAs Layer (Si implanted, 50 keV, 1x10^14 cm^-2, annealed)",1
Si or Ga (FIB implanted),1
VGa-O complexes (presumed),1
Donor level (presumed),1
CN center (presumed),1
Interlayer (AlN or AlGaN),1
Defect Dielectric Slab,1
GaAs Multiple Quantum Well (MQW) Nanostructure,1
"Methyl 2-(6-ethylidene-4-oxo-2-thioxo-1,3-thiazine-3yl) acetate end-capped acceptor",1
"Dibenzo chrysene (DBC) core, Thiophene π-bridge, [2-Ethylidene malononitrile] end-capped acceptor",1
"Dibenzo chrysene (DBC) core, Thiophene π-bridge, [3-Methyl-6-methylene-2-thioxo-1,3thiazinan-4-one] end-capped acceptor",1
"Dibenzo chrysene (DBC) core, Thiophene π-bridge, [2-(2 ethylidene-3-oxo-2,3-dihydro-1H-inden-1-ylidene)malononitrile] end-capped acceptor",1
Photoresist (AZ5214E),1
PECVD Silicon Carbide (SiC),1
PECVD Silicon Dioxide (SiO2),1
Bi(111) film,1
Bi(111) film domain 1,1
Bi(111) film domain 2,1
Tungsten (W) rods in air background,1
"Copper (Cu), Gold (Au), Silver (Ag) rods in air background",1
Rutile TiO2 (simulated using a Ti16O32 supercell),1
Ag-doped rutile TiO2 (simulated using a Ti16O32 supercell with 1 or 2 Ti atoms replaced by Ag),1
TiO2 (in Ag-TNTs),1
Dendritic Metal Resonator,1
Metal Ground Plane,1
Nanocrystal Diamond,1
NV Centre,1
Al0.2Ga0.8As Layers,1
MESFET Varactor,1
Inductor (L_load),1
Quantum Dots (Heterostructure: Al1-xGa x As/InGaAs),1
AAO Template (Al2O3),1
Shaping Layer (SiO2),1
Multilayer Stack (sub/(0.5TiO2 SiO2 0.5TiO2)8),1
AgNP-M13,1
AuNP-M13,1
Al–N Bond,1
A1 (TO) Phonon Mode,1
E1 (TO) Phonon Mode,1
mp-TiO2 + CH3NH3PbI3,1
"GaAs (Emitter and Base), GaSb (Collector)",1
PEDOT/PPy copolymer,1
Pristine PEDOT (Reference),1
Pristine PPy (Reference),1
P (Phosphorus dopant),1
DLC (amorphous carbon),1
Substrate (fused quartz or silicon),1
PDPP-TENT,1
PDPP-TENT and PC71BM,1
Super-white Glass,1
Platinum catalyst,1
Zn1-xMgxO film (RT),1
Zn1-xMgxO film (200 °C),1
"Zn,Cd1-x,S alloy",1
Inner Absorber Tube (Steel),1
Outer Glass Envelope,1
Air (in uninsulated half),1
"Insulation (e.g., Fiberglass)",1
Prism (SF-11),1
"Metal Film (Au in simulation, Ag in experiment)",1
Dielectric Layer (Silicon Dioxide),1
"Metallic Nanoparticle Layer (Au in simulation, Ag in experiment)",1
Fe-doped Free-standing GaN Substrate,1
Al0.08Ga0.92N Back Barrier,1
"(In,Ga)As buffer layer",1
Bottom NiMnSb layer (NiMnSb-1),1
Top NiMnSb layer (NiMnSb-2),1
Ru capping layer,1
CdSe and POMA,1
InAs0.915Sb0.085 Absorber,1
AlAs0.1Sb0.9 Barrier,1
InAs0.915Sb0.085 Top Contact,1
PNTT-L,1
PNTT-M,1
n-InGaAsP sub-collector layer,1
i-InGaAsP sub-collector layer,1
i-InGaAs collector layer,1
p-InGaAsP base layer,1
AuGe/Au electrodes,1
Coplanar Waveguide (CPW) transmission line,1
Phenyl-Benzothiadiazole (Ph-BTZ),1
LT-AlGaN,1
PEO/PVDF (8/2 blend),1
PEO/PVDF (8/2 blend) with ZnO nanoparticles,1
"Software Components, Communication Network (Zigbee), Electrical Devices (EWH, AC, CD, EV, PV, Battery, CL)",1
AlInP bilayer system,1
Nanocrystals (CdSe/CdS/ZnS core-shell-shell),1
4H-SiC (Surface after Annealing),1
4H-SiC (Surface after Annealing and Cap Removal),1
Self-assembled InGaAs QD,1
Photonic-crystal waveguide (PhCW),1
"CIGSe precursors (Cu2Se, In2Se3)",1
MQBV Diode,1
SQBV Diode,1
Fe:In0.53Ga0.47As wafer,1
Fe:In0.70Ga0.30As0.87P0.13 wafer,1
Selective Energy Contacts (SECs),1
Optical Gain,1
Output Power,1
"Zn(S,Se) Barriers and Caplayer",1
p-type InGaN canopy layer,1
InGaN quantum wells (QWs) in array region,1
p-type InGaN canopy layer in array region,1
InGaN quantum wells (QWs) in gap region,1
p-type InGaN canopy layer in gap region,1
InGaN quantum wells (QWs) in plateau region,1
p-type InGaN canopy layer in plateau region,1
GaN (Islands during initial stages),1
GaN (Final Continuous Film),1
Si-GaInP Cladding Layer,1
Zn-GaInP Cladding Layer,1
p/n-GaInP Current Blocking Layer,1
Active Layer (Same as Laser),1
Cladding Layers (Same as Laser),1
Ridge Stripe Waveguide,1
GaN : Si epitaxial layer,1
1.1-um GaAs Buffer Layer,1
150-A Al0.25 Ga0.75 As Barrier Layer,1
500-A GaAs Single Quantum Well,1
0.5-um Al0.25 Ga0.75 As Top Layer,1
100 A GaAs Layer,1
600 A In0.06 Ga0.94 As Layer,1
0.5 um GaAs Layer,1
"Not Specified, implied to be a thin film",1
APTES (Aminosilane),1
"Collagen-rich avian tendon matrix (including type I collagen, non-collagenous proteins, peptides)",1
RGD peptide (arginine–glycine–aspartic acid),1
Precipitates formed from Simulated Body Fluid (SBF) (inorganic ions),1
Iron Pyrite (FeS2) doped with Nickel (Ni),1
Al0.54In0.12Ga0.34N,1
GaSbBi/GaSb MQW,1
Al0.8Ga0.2AsSb,1
GaSbBi/GaSb,1
GaSbBi/GaSb Laser Structure,1
Quantum Point Contacts (QPCs - Left and Right),1
GaAs / AlGaAs Epitaxial Layers,1
ZnO (Nucleation Layer),1
ZnO (Bulk Layer),1
ZnO:B Bilayer Electrode,1
Solar Air Heaters,1
Solar Water Heaters,1
L-Histidine,1
Aluminum titanate (AlxTiyOz),1
Gold Electrodes (Source and Drain),1
Deionized (DI) Water,1
CdxZn1-xS alloy,1
a-Bi2O3 nanorods,1
CZS nanoparticles (Cd0.5Zn0.5S),1
a-Bi2O3/CZS interface,1
Alternative divalent metal (B0),1
MgxZn1-xO (Mg0.07Zn0.93O),1
MgxZn1-xO (Mg0.14Zn0.86O),1
Ceramic Bond,1
Pristine GaN NWs,1
InGaN MQW Structure,1
p-Al0.15Ga0.85N Layer,1
Ni/Au Transparent Metal Contact,1
Ni/Au p-type Ohmic Metal Contact,1
AuSb/Au n-type Ohmic Metal Contact,1
Laser Sources,1
Holder,1
Mechanical Unit,1
LED Light Sources,1
Probe,1
MAPbI3 MC film,1
Se/InSe Interface,1
Se/InSe Bilayer,1
Au/Se/InSe/Ag,1
hBN/G Heterostructure Flakes,1
Bilayer (2L) WSe2,1
Monolayer WS2 Bubble,1
Bilayer WSe2 Bubble,1
AlGaSb (Confinement Layers),1
InGaAsSb (Cap Layer),1
"TlGaTe2 (Tl, Ga, Te)",1
WO3:Ti,1
Low Sn content QD,1
QD within Si spacer layer,1
Active Material (Emitter),1
Energy Selective Contacts,1
Wacker Silso polysilicon wafer,1
Indium adatoms,1
Nitrogen adatoms/species,1
[Cu(DADO)]SO4,1
[Cu(pn)2]SO4,1
CuS (hexagonal) + CuInS2 (tetragonal),1
Gate-recess Structure,1
NCNTPs,1
Rhombohedral Boron Nitride (rBN),1
Wurtzitic Boron Nitride (wBN),1
Catalyst (Li3N),1
Various Catalysts,1
"CN-PTBTBPB:PCBM (1:1, w/w)",1
Al2O3 (AlAs-oxide),1
AlGaN–GaN superlattice,1
MgO(111)/Mg(0001)/Si(100) Interface Layer,1
In₀.₂Ga₀.₈As (Channel),1
"Al₀.₂₂Ga₀.₇₈As (Schottky contact layer, layers surrounding channel)",1
MoTiPtAu (Gate metal),1
HJFET (Overall device),1
Regrown Material,1
Etched Post,1
Si-doped n-GaAs channel layer,1
Ni/Au/Ge/Cr ohmic contacts,1
Ga metal droplet layer (catalyst source),1
"ZnO (Substrate, Zinc-face)",1
In0.20Ga0.80N (Buffer Layer),1
CdSe QDs on (001) R-TiO2,1
CdSe QDs on (110) R-TiO2,1
CdSe QDs on (111) R-TiO2,1
MWCNT Film,1
K4Nb6O17,1
HPW,1
Ga(As)Sb Quantum Dots (QDs),1
InAlAs quantum dots,1
ZnAu and CrAu alloys,1
GeAu,1
Self-assembled quantum dot islands,1
n (Si:H),1
p (a-SiC:H),1
Dielectric insulator,1
Oxide insulator,1
ZnMgSSe etch stop layer,1
Ta2O5 /SiO2 Multilayer,1
Ta2O5 /SiO2 Multilayer (3-D Periodic Structure),1
"Ta2O5 /SiO2 Multilayer (Flat core for waveguide/cavity, 3-D periodic for DBRs)",1
Ta2O5 /SiO2 Multilayer (3-D Periodic Structure - DBRs),1
InN Overlayers,1
Dinuclear ruthenium(II)-bis(benzimidazolyl)pyridine-phosphonate complex (Ru2),1
Nanoparticulate TiO2,1
