Main Term,Count
"Minor Axis",1
"Stimulated recombination threshold",1
"Surface Energy Loss Function",1
"Polarization-sensitive Bandwidth",1
"Nitrogen Density",1
"Symmetric XRC FWHM",1
"Electrochromic contrast",1
"In-plane effective mass",1
"Varshni parameter 'a' for direct bandgap",1
"Ti4+ Bonding State Fraction",1
"Volume Resistance of Epitaxial Film",1
"Total Square Noise Current",1
"Nature of Coulomb Gap",1
"Electrically active trap",1
"Carbon Atom Bonding Type Ratio",1
"Presence of Non-Radiative Recombination Centers",1
"Structural Quality / Defect Density",1
"Arising Time of Photocurrent",1
"Maximum Refractive Index",1
"Deep Level Emissions peak energies",1
"Band gap shift due to strain",1
"π-π stacking d-spacing",1
"Aluminum Content",1
"Lattice plane",1
"Quantum barrier thickness",1
"EL Emission Spectrum",1
"Tilted-view Morphology",1
"Confinement Strength",1
"Total bonded hydrogen concentration",1
"Near-Band-Edge CL Intensity",1
"Solid Al composition",1
"Emission Distribution",1
"Chemical State of Ti",1
"Charge Transfer Time",1
"Radiative Current Density",1
"DBR Structure",1
"Photovoltage sensitivity",1
"Leakage Current Reduction",1
"Octahedral distortion",1
"Pattern Resolution",1
"Wire Length",1
"HOMO/LUMO",1
"Pixel area",1
"Defective Pixels",1
"Interface Capacitance",1
"Number of Binding Sites",1
"Maximum PV Temperature",1
"Alloying Temperature",1
"Stack composition",1
"Triangular defect density",1
"2-DEG Density",1
"Waveband",1
"SIMS Depth Resolution",1
"Gate Bias Voltage",1
"Fracture strain",1
"Lateral Photovoltage",1
"Ion Yield",1
"Weak Antilocalization",1
"Operating Regime",1
"Work function distribution",1
"Deep Level Defect",1
"Aggregate Size Distribution",1
"Hepatoprotective Effects",1
"Presence of Cl",1
"Mass loss rate",1
"MCD Spectrum",1
"P content",1
"Energy Distance",1
"Dark current slope",1
"Maximum Amount of Electronic Charge Index",1
"Irradiation fluence",1
"Bonding Ratio",1
"Induction Period",1
"Polymer Deposition Rate",1
"-plane XRC FWHM",1
"Spin-orbit scattering time",1
"Organic Content",1
"Average Mobility",1
"Iphoto/Idark ratio",1
"CL band maximum energy",1
"Net charge",1
"Macro-step height",1
"Source power",1
"Conjugation Length",1
"p-type nature",1
"Intermediate State 1 - Down-spin",1
"L- Peak Position",1
"Bonding Induced Stress",1
"Total Dipole Strength",1
"ESD Threshold Voltage",1
"Estimated Band-gap",1
"Near-band-edge excitonic emission energy",1
"Absorbance vs. Wavelength",1
"Flatband Voltage",1
"Varshni fitting parameter",1
"Integrated photocurrent",1
"Field Enhancement",1
"Nonradiative Carrier Lifetime",1
"Energy Output",1
"Length Distribution",1
"Hopping energy",1
"Recombination exponent",1
"Phase sequence",1
"Coupling Parameter",1
"Growth Environment",1
"LUMO Position",1
"Energy Consumption",1
"Setup configuration",1
"Annual Energy Output",1
"Lattice symmetry",1
"Triple Axis Rocking Curve FWHM",1
"Breakdown Strength",1
"Signal Intensity",1
"Doping Energy",1
"Rectifying Characteristics",1
"Catalysis",1
"Normal Resistance",1
"Liquidus temperature",1
"Response Signal",1
"Presence of Si",1
"UV Photosensitivity",1
"OFET Mobility",1
"Outgassing Amount",1
"Fabrication Parameter",1
"Tool Life",1
"Transverse Spin Lifetime",1
"Number of Turns",1
"Average charge",1
"Steady-State PCE",1
"Layer Configuration",1
"Electronic Affinity",1
"EDX Composition",1
"Process Pressure",1
"Adiabatic Ionization Potential",1
"Methylammonium Rotational Correlation Time",1
"Average Bandgap",1
"DCXRD FWHM",1
"Surface skewness",1
"Impact on MOS device performance",1
"Peak hole mobility",1
"Vertical Size",1
"Coating density",1
"NA Coupling",1
"Uniform Stress",1
"QCSE",1
"R0light",1
"qV<0xE2x80x99OC / E<0xE2x80x99G",1
"Near-band-edge photoluminescence",1
"Temperature dependence of Electron Concentration",1
"Activation Energy of Decay",1
"GaN Layer Crystalline Orientation",1
"External Quantum Efficiency of Solar Cell",1
"Presence/Absence of DLTS Peaks",1
"Morphology of TiO2 film",1
"Orientation relative to Sapphire",1
"Strain State of AlN Layer",1
"Transparent electrode",1
"Fabry–Perot Interference",1
"Presence/Role in luminescence",1
"Excitonic PL intensity",1
"Si–H Stretching Bond Concentration",1
"Two-Dimensional Electron Gas Sheet Carrier Density",1
"Photonic Bandgap Effect",1
"C 1s Peak Intensity",1
"Activation Energy for Hopping Conduction",1
"Crystal structure and strain",1
"EQE at 860 nm",1
"Oxidation Layer Thickness",1
"EL peak shift with current",1
"Number of Atoms in Unit Cell",1
"Short-circuit Current Gain Cutoff Frequency",1
"Band-edge Emission Peak Energy",1
"Blue Luminescence Lifetime",1
"Primary nanorod average diameter",1
"Photodetection Response",1
"EL Spectral Width",1
"Emission Wavelength vs Temperature",1
"Photocurrent Spatial Distribution",1
"Mo 3d XPS Peak",1
"Current Stability",1
"Gate Bias",1
"Quantum Hall Plateaus",1
"In0.1Ga0.9N Well Thickness",1
"Temperature coefficient of fill factor",1
"Growth Rate vs C/Si",1
"Presence of Mn2+ ions",1
"Capacitance vs. Reverse Bias Voltage",1
"Lifetime of Electron–hole Pairs",1
"Catastrophic Optical Mirror Damage",1
"Band gap fluctuation",1
"Short-Wavelength Cutoff of Spectral Responsivity",1
"Photoluminescence Yellow Band",1
"Electroluminescent Efficiency",1
"Presence on substrate",1
"Mg dopant concentration",1
"Fluorescence Intensity Stability",1
"Current-Voltage curve",1
"Thermal Cycling Stability",1
"Angle-Dependent Reflectance",1
"LO phonon replicas in PL emission",1
"Steady-state current",1
"Avalanche Multiplication",1
"Chromatic Dispersion",1
"Tandem cell efficiency",1
"Ge layer thickness",1
"Exciton Density",1
"Flip-chip Bonding",1
"CNT growth mode",1
"Frequency Dependence of AC Conductivity",1
"1-sun, AM0 efficiency",1
"Trapping level",1
"Triplet Excitation Energy",1
"Minority-carrier trap activation energy",1
"Metal contacts",1
"Order-disorder transition temperature",1
"Single-Photon Emission )",1
"Rod-to-rod spacing",1
"QD Growth Temperature",1
"Minimum direct band gap",1
"Channel Doping Concentration",1
"High-mobility Hole Mobility",1
"Optimal PL Wavelength",1
"Broad Emission Band",1
"Forward-bias current–voltage characteristics",1
"Conduction Band Ground State Energy",1
"Localized Resonant Mode Wavelength",1
"Vacancy Distribution",1
"Energy Transfer Efficiency",1
"Second-order Correlation",1
"Pulse Length",1
"Dislocation filtering effectiveness",1
"Band-Tail States",1
"Average Si Nanocrystal Size",1
"Band-edge profile",1
"Atomic Coordinates",1
"Plasmon damping constant",1
"Tauc parameter",1
"Vertical Structure",1
"p-GaN doping",1
"Folded Acoustic Phonon Frequencies",1
"Ga to As 3d Core Level Intensity Ratio",1
"Meyer-Neldel Rule parameters",1
"Interdot Coulomb Interaction",1
"Arsenic fraction",1
"Sensitivity to Oxygen",1
"Lattice parameters",1
"Correlation length of roughness",1
"Positioning accuracy",1
"Rear Heat Loss Coefficient",1
"Drain-Biasing Voltage",1
"Photocurrent Density at 0.6 V vs Ag/AgCl under Visible Light",1
"Beam Intensity",1
"Transport to Quantum Lifetime Ratio",1
"Thickness of drift layer",1
"Optics f-number",1
"Quantized Energy Levels",1
"Degradation of Operating Current",1
"Relative Luminescence Efficiency",1
"Near-Threshold Differential Quantum Efficiency",1
"Photoluminescence - Visible emission",1
"Difference between Fermi level and Conduction Band Minimum",1
"Average high-frequency dielectric constant",1
"Transient Absorption Spectra",1
"Crystalline Grain Diameter",1
"Photoluminescence Band Gap",1
"Partially Compensated Acceptor Concentration",1
"Violet-Blue Emission Intensity",1
"FWHM of PL peaks",1
"O 1s Binding Energy",1
"Interface with GaN",1
"Structure of the film",1
"PL Peak Structure",1
"Presence and Bonding",1
"Drain-source leakage current",1
"Nanowire Orientation Control",1
"Spatial Emission Profile",1
"Nonlinear optical coefficient",1
"Diffuse Transmission Spectrum",1
"Bi-I bond lengths",1
"Threshold energy for electron-initiated ionisation",1
"Electron-Hole Separation",1
"Modulation Contrast",1
"Gate Oxide Thickness",1
"Parasitic Emission Intensity",1
"Impurity-Related Emission Peak",1
"Dissolution",1
"Si Surface Morphology",1
"V-groove morphology",1
"Occupation Probability",1
"Radius of Gyration",1
"Contrast potential",1
"Signal rise time",1
"Spin-coating Speed",1
"Grating Reflectivity",1
"Cavity formation",1
"Nonsaturable losses",1
"CNT diameter",1
"Regrowth interface quality",1
"Power Output Ratio",1
"Width of IB",1
"QW Strain",1
"Spin-Flip Gap",1
"Sputter Etch Rate",1
"Chemical State of Ga",1
"Magnitude of Potential Fluctuations",1
"Layer thicknesses and sequence",1
"Presence of Au Catalyst",1
"Optical Model Structure",1
"Current flow",1
"RHEED Reconstruction",1
"Presence of CdTe QDs",1
"Substrate height",1
"Transient Photoluminescence decay time",1
"New Raman mode",1
"O Peak Binding Energy Components",1
"Raman A1 mode frequency",1
"Applied Bias Photon-to-Current Conversion Efficiency",1
"Fluorescence Emission Maximum Wavelength",1
"Band Structure and Density of States",1
"Resonant Mode Wavelength",1
"Phonon Mode Position",1
"Crystal Structure - XRD Peak Presence",1
"Heavy-hole exciton transition energy",1
"Diameter × Length",1
"Gate diode reverse leakage current",1
"Double Crystal Rocking Curve Half-width",1
"Photo-Responsivity",1
"Activation energy for dark leakage current",1
"Ratio of UV Band to Visible Emission Intensity",1
"Defect-Related PL Band Intensity",1
"Absorption FWHM",1
"Average Reverse Current Density",1
"Bandgap bowing parameter",1
"Photo-ionization Threshold",1
"Photocarrier Density",1
"Back Surface Morphology",1
"THz Absorption Coefficient",1
"Gap-state-determined photoconductivity",1
"Scanning Electron Microscopy",1
"Terahertz emission",1
"Electricity Consumption",1
"Effective Diameter",1
"MESFET Transconductance",1
"In-plane epitaxial strain",1
"AMO Conversion Efficiency",1
"Valence electron density",1
"Maximum Voltage Photosensitivity",1
"Formation Rate",1
"TEM/HRTEM",1
"Stability Diagram",1
"Open-circuit voltage stability",1
"Spectral Response Uniformity",1
"Lasing Mode Spacing",1
"Maximum Thermodynamic Efficiency",1
"Capacity Factor",1
"Hydroxyl Radical Generation",1
"Film stoichiometry",1
"Pyramid Density",1
"Facet Growth Rate Ratio",1
"Neck width",1
"Saturation Capacitance",1
"Median lifetime",1
"Carrier Injection Efficiency",1
"Isotope",1
"In-Plane Relationship",1
"Mean Detectivity",1
"Wafer warpage",1
"Slow Time Constant",1
"Localization of States",1
"Mode-beating Linewidth",1
"Spatial Variations",1
"π–π stacking coherence length",1
"CH4 Production Rate",1
"Normalized Transmittance",1
"Surface Molar Ratio",1
"CL contrast",1
"B1 Bond Length",1
"AlN Etch Rate",1
"Abrasion Resistance",1
"Laser slope efficiency",1
"Normalized Open-Circuit Voltage",1
"Sensitive Area Diameter",1
"Window layer thickness",1
"Presence of Iron",1
"Core Energy",1
"DC I–V Characteristics",1
"XANES Spectrum",1
"Photoluminescence Peak Broadening",1
"Surface Pattern",1
"FWHM of ω–rocking curve",1
"PL intensity decay",1
"2D electron concentration",1
"Average threshold current",1
"Absorption Region Thickness",1
"Infrared Reflectivity",1
"FWHM of emission spectrum",1
"Tauc Energy Gap",1
"Elemental Composition - Weight %",1
"Crystal structure preference",1
"Plasmon Energy Loss Peak Maximum",1
"Deviation of Stoichiometry",1
"Interfacial Bonds",1
"Spectral Cutoff",1
"Internal Electric-Field Strength",1
"Octahedral rotation angle",1
"Grain resistivity",1
"Beam Propagation Ratio",1
"Room Temperature Electron Concentration",1
"Maximum Photoresponse Area",1
"Photo-induced Resistance Change",1
"FWHM of reciprocal lattice point",1
"Surface Carrier Density",1
"FWHM of LO Phonon",1
"Absorbance Trend",1
"Twin Defects",1
"SAW Frequency",1
"Threshold Pump Intensity",1
"Zn Distribution",1
"Structure Size",1
"Hollow Structure",1
"Epilayer Surface Morphology",1
"System Type",1
"Quantum Conductance",1
"Estimated size",1
"Hemispherical Reflectance",1
"Negative Capacitance",1
"Complex formation",1
"Interface Contamination",1
"Presence of Particles",1
"Simulated output power",1
"Interaction Distance",1
"SPR Wavelength Shift",1
"Interface Potential",1
"Gain characteristics",1
"Presence and chemical state",1
"Axial strain",1
"Trapped Charge Quantity",1
"Layout dimensions",1
"Interfacial mixing",1
"Ripple Wavelength",1
"Amplitude Imbalance",1
"Normalized Maximum power",1
"Transport energy gap value",1
"Input Stage",1
"Intensity Ratio D°X/FXA",1
"ESR peak-to-peak linewidth",1
"Energy level scheme",1
"Vibrational Bands",1
"Moth-eye structure morphology",1
"Conversion depth",1
"Triplet State Lifetime",1
"Defect Species",1
"Photocarrier diffusion length",1
"IBE/IBB ratio",1
"Inversion capacitance",1
"Driving Force for Electron Transfer",1
"Interface Energy Gap",1
"Built-in Electric Field Direction",1
"Ligand Length",1
"Sulfur Fraction",1
"Loading Method 1",1
"Implied Open-Circuit Voltage",1
"Geometrical Factor",1
"Power Generation Efficiency",1
"Tauc bandgap",1
"Average Absolute Deviation",1
"Zone Axis",1
"Delta",1
"Magnetic Domain Structure",1
"Hydroxide content",1
"Average Localization Energy",1
"Damping",1
"Sub-gap Absorption Coefficient",1
"Dominant Emission Wavelength",1
"Reverse-bias Dark Current Density",1
"Dynamic ON-resistance",1
"Voltammetric Peak Potential",1
"Effective Potential Height for Holes",1
"Doped Layer Thickness",1
"Nominal Indium Composition",1
"Emission range",1
"SEM image of fabricated structure",1
"TRPL Fast Lifetime",1
"Excitonic Gap",1
"Se Composition",1
"Deposited nanostructure morphology",1
"YL Intensity",1
"Flux Rate",1
"Response to UV light",1
"QD radius",1
"Orientation/Alignment",1
"Side-facets",1
"Octahedral Rotations",1
"InN diffraction peak position",1
"Subthreshold gate swing",1
"RHEED specular beam intensity oscillations",1
"EL Spectrum Shape",1
"Si 2p core-level spectrum",1
"Absorption Edge Slope",1
"D0X Line Width",1
"Differential Resistivity",1
"Maximum Lasing Temperature",1
"Refractive index at long wavelength limit",1
"Voids diameter",1
"Higher Confined Transition Energy",1
"Peak luminance",1
"Transient Behavior",1
"SPSL Period",1
"Excess Current",1
"Lateral Extension",1
"ZnO Content",1
"B1s Binding Energy",1
"Signal Strength",1
"Peak Splitting",1
"Structure Transition",1
"Sample Size",1
"Edge Type",1
"Simulation Setup",1
"Electrophoretic Mobility",1
"Metallic Character",1
"Action Spectrum",2
"Valley current",1
"Sub-threshold slope",1
"Not Applicable / Not Measured",1
"EMW Absorption",1
"Turn-on delay time",1
"In-plane Rotation",1
"Rotational Disorder",1
"Size Fluctuations",1
"Interfacial Defect Density",1
"Excitonic Eigenenergy",1
"Electron Scattering Rate",1
"Plasma Species",1
"Atom fraction in melt",1
"Micelle size",1
"Tilt fluctuation",1
"Plasma Conditions",1
"Minimum total energy",1
"Concentration of trap ME3",1
"Apoptosis",1
"Interfacial Charging",1
"Peak Shape",1
"Ti Doping Ratio",1
"Presence of tetragonal phase",1
"Cell Voltage",1
"Isothermal Oxidation Resistance",1
"Dislocation density",1
"Capacitance vs Voltage",1
"Intersubband Relaxation Time",1
"Electron Impact Ionization Coefficient",1
"XRD Crystallite Size",1
"X-ray Diffraction Profile",1
"13C NMR spectrum",1
"Light Resistivity",1
"Secondary particle size",1
"Amorphous state",1
"Efficiency Potential",1
"Low-Temperature PL FWHM",1
"Layer Thickness Control",1
"RF performance",1
"Rod Dimensions",1
"Time-resolved PL",1
"Average Tilt Angle",1
"Electrochemical Energy Gap",1
"Peak mobility",1
"Magnetoresistance Ratio",1
"Lattice Mismatch with GaP",1
"Wavelength Stability",1
"Operating Bandwidth",1
"AlAs composition",1
"Noise Characteristic",1
"Effective Conductivity",1
"Exciton Quenching Efficiency",1
"Photonic Stop Band / Bragg Reflectance Peak",1
"Change in interfacial strain",1
"Role in solar cell",1
"Thickness Dependence",1
"Frequency Stability",1
"Output Frequency",1
"QR Emission Energy",1
"Angular Intensity Distribution",1
"Interference Periodicity",1
"Interface Profile",1
"Elastic Moduli",1
"Diagram",1
"Presence/Adsorption",1
"Bulk mobility",1
"Early Voltage",1
"Evolution",1
"Stacking Type",1
"Domain Ratio",1
"Host Material",1
"In-vacancy Concentration",1
"Film Appearance",1
"Bragg Angle",1
"Molar volume",1
"Eu content",1
"Surface Current",1
"Shape parameter",1
"Content Ratio",1
"Hole Transfer Integral",1
"Tunneling Parameter",1
"Compression Ratio",1
"Forming Voltage",1
"Interface Distance",1
"Channel Density",1
"Biofilm Viability",1
"Net Magnetization",1
"Domain spacing",1
"Electrolyte Composition",1
"Incorporation confirmation",1
"Regrowth Interface Morphology",1
"Electron Injection Barrier",1
"Not specified in the provided text.",1
"Experimental value of the anisotropy distance s, for GaP",1
"Decomposition Barrier",1
"Scratch Depth",1
